ACX,ACY,ACZ,SumaCuadratica,FiltroGauss
9.52007,-1.53604,-3.15342,10.1457,15.3904
9.73301,-1.64609,-3.37593,10.4325,15.4391
9.79282,-1.57192,-3.52905,10.5273,15.4919
9.74497,-1.45947,-3.65586,10.51,15.5486
9.8646,-1.40684,-3.86401,10.6874,15.6083
10.0297,-1.24414,-4.0937,10.9042,15.6699
10.0105,-1.10059,-4.2875,10.9455,15.7321
10.0584,-1.0001,-4.39038,11.0203,15.7932
10.1541,-0.851758,-4.49565,11.1374,15.8512
10.0799,-0.933105,-4.61289,11.1245,15.903
10.1374,-1.3231,-4.75645,11.2757,15.9448
10.1685,-1.68198,-4.8354,11.3845,15.9718
10.0751,-1.9021,-4.83779,11.3371,15.9799
10.0608,-1.99541,-4.76362,11.309,15.9664
10.1015,-2.19639,-4.73491,11.3703,15.9313
10.0297,-2.40454,-4.66074,11.3181,15.8774
9.96509,-2.58159,-4.52197,11.2435,15.8086
9.93877,-2.773,-4.35689,11.2005,15.7298
9.84785,-2.9333,-4.18223,11.0939,15.6452
9.74019,-3.07686,-3.99321,10.9674,15.5588
9.64687,-3.21563,-3.80659,10.8578,15.474
9.52964,-3.31851,-3.62715,10.723,15.394
9.41479,-3.35918,-3.44771,10.574,15.3217
9.29756,-3.35918,-3.26826,10.412,15.2588
8.74487,-3.17734,-2.85195,9.73149,15.2061
8.57978,-3.07207,-2.49307,9.44805,15.1628
8.575,-3.12231,-2.3543,9.42455,15.1271
8.25918,-3.04814,-2.19399,9.07297,15.0968
8.12519,-2.97158,-2.0624,8.89396,15.0699
8.19937,-2.94287,-1.96431,8.93021,15.0454
8.24722,-2.97397,-1.82315,8.95461,15.0234
8.15151,-2.88306,-1.61738,8.79631,15.0049
8.23286,-2.78975,-1.47622,8.81714,14.9914
8.37163,-2.65337,-1.3853,8.89065,14.984
8.45776,-2.4835,-1.30874,8.91147,14.9832
8.56782,-2.35908,-1.21543,8.9694,14.9879
8.67788,-2.29688,-1.13647,9.04836,14.9959
8.7353,-2.18682,-1.04077,9.06482,15.0043
8.80469,-2.04087,-0.92832,9.08567,15.0101
8.91235,-1.91406,-0.818262,9.15223,15.0109
9.00566,-1.80161,-0.720166,9.2123,15.0052
9.07983,-1.68677,-0.62207,9.25611,14.9923
9.17793,-1.54082,-0.502441,9.31992,14.9724
9.26646,-1.41641,-0.332568,9.37998,14.946
9.30474,-1.3542,-0.16748,9.40426,14.914
9.31431,-1.3542,0.038281,9.41231,14.8775
9.31909,-1.42598,0.260791,9.43117,14.8378
9.33584,-1.55278,0.488086,9.47667,14.796
9.35737,-1.69155,0.710596,9.53555,14.7532
9.39087,-1.82793,0.916357,9.6109,14.7101
9.45547,-1.93081,1.07187,9.70993,14.6672
9.52246,-2.00498,1.1915,9.80392,14.6251
9.58706,-2.14853,1.21064,9.89917,14.5838
9.68755,-2.23228,1.27285,10.0226,14.5438
9.76411,-2.33037,1.31592,10.1242,14.5053
9.8335,-2.43325,1.35659,10.2205,14.4686
9.76172,-2.64141,1.34224,10.2015,14.4341
9.82871,-2.86392,1.36138,10.3276,14.4019
9.82632,-3.07446,1.38052,10.3882,14.3719
9.75693,-3.22041,1.43076,10.3738,14.3438
9.8,-3.4501,1.45229,10.4906,14.3172
9.82393,-3.68457,1.4499,10.5919,14.2915
9.79522,-3.86641,1.41401,10.6252,14.2663
9.80718,-4.01953,1.32788,10.6818,14.2417
9.8335,-4.1894,1.21543,10.7576,14.2186
9.78325,-4.34731,1.10537,10.7626,14.1981
9.72583,-4.50044,0.980957,10.7614,14.1822
9.7043,-4.64639,0.849365,10.7928,14.1728
9.66123,-4.80669,0.693848,10.8132,14.1718
9.5751,-4.94546,0.543115,10.7905,14.1807
9.53442,-5.08901,0.38042,10.8143,14.2006
9.477,-5.20625,0.208154,10.8149,14.2315
9.33584,-5.15361,0.141162,10.6648,14.2731
9.37412,-5.30913,-0.090918,10.7735,14.3245
9.28081,-5.31631,-0.22251,10.6979,14.3842
9.11811,-5.19429,-0.263184,10.4971,14.4507
9.18032,-5.21343,-0.404346,10.5651,14.5225
9.14204,-5.08662,-0.449805,10.4715,14.5978
8.98413,-4.95024,-0.459375,10.2679,14.6753
9.19946,-4.82822,-1.14365,10.4523,14.7538
9.27363,-4.32339,-3.75874,10.9005,14.8321
8.42427,-4.39995,-2.57681,9.84722,14.9092
8.96738,-4.75884,-1.9667,10.3406,14.9837
9.03438,-4.71099,-1.34941,10.2779,15.0542
